item_price_id,item_id,price,name,description,creator,date_created,changed_by,date_changed,retired,retired_by,uuid,has_expiration
843,252.0,,,1,2013-01-11 10:55:37,,,1970-01-01,,,,4764c335-5bc4-11e2-a081-b4b52f5b1c99
844,466.0,,,1,2013-01-11 10:55:37,,,1970-01-01,,,,4764c568-5bc4-11e2-a081-b4b52f5b1c99
845,47.0,,,3,2014-12-11 11:25:37,1970-01-01 00:00:00.000000003,2014-12-11 11:25:37,1970-01-01,,,,4764c764-5bc4-11e2-a081-b4b52f5b1c99
846,551.0,,,3,2014-12-11 11:42:59,1970-01-01 00:00:00.000000003,2014-12-11 11:42:59,1970-01-01,,,,4764c968-5bc4-11e2-a081-b4b52f5b1c99
847,140.0,,,3,2014-12-11 11:44:02,1970-01-01 00:00:00.000000003,2014-12-11 11:44:02,1970-01-01,,,,4764cb60-5bc4-11e2-a081-b4b52f5b1c99
849,80.0,,,1,2013-01-11 10:55:37,,,1970-01-01,,,,4764d1b1-5bc4-11e2-a081-b4b52f5b1c99
850,3.0,,,16,2014-12-13 11:04:01,1970-01-01 00:00:00.000000016,2014-12-13 11:04:01,1970-01-01,,,,4764e5d5-5bc4-11e2-a081-b4b52f5b1c99
851,585.0,,,1,2013-01-11 10:55:37,,,1970-01-01,,,,4764e7ea-5bc4-11e2-a081-b4b52f5b1c99
852,7.0,,,16,2014-12-13 11:18:57,1970-01-01 00:00:00.000000016,2014-12-13 11:18:57,1970-01-01,,,,4764ea00-5bc4-11e2-a081-b4b52f5b1c99
853,29.0,,,16,2014-12-13 11:16:50,1970-01-01 00:00:00.000000016,2014-12-13 11:16:50,1970-01-01,,,,4764ebf8-5bc4-11e2-a081-b4b52f5b1c99
854,150.0,,,3,2014-12-11 11:45:59,1970-01-01 00:00:00.000000003,2014-12-11 11:45:59,1970-01-01,,,,4764edf8-5bc4-11e2-a081-b4b52f5b1c99
855,692.0,,,1,2013-01-11 10:55:37,,,1970-01-01,,,,4764efef-5bc4-11e2-a081-b4b52f5b1c99
856,599.0,,,1,2013-01-11 10:55:37,,,1970-01-01,,,,4764f209-5bc4-11e2-a081-b4b52f5b1c99
857,399.0,,,1,2013-01-11 10:55:37,,,1970-01-01,,,,4764f405-5bc4-11e2-a081-b4b52f5b1c99
858,372.0,,,3,2013-01-22 13:39:40,1970-01-01 00:00:00.000000003,2013-01-22 13:39:40,1970-01-01,,,,4764f8ec-5bc4-11e2-a081-b4b52f5b1c99
860,466.0,,,1,2013-01-11 10:55:37,,,1970-01-01,,,,4764fd2c-5bc4-11e2-a081-b4b52f5b1c99
862,20.0,,,16,2014-12-13 10:00:17,1970-01-01 00:00:00.000000016,2014-12-13 10:00:17,1970-01-01,,,,4765012c-5bc4-11e2-a081-b4b52f5b1c99
863,12.0,,,1,2013-01-11 10:55:37,,,1970-01-01,,,,47650324-5bc4-11e2-a081-b4b52f5b1c99
864,20.0,,,1,2013-01-11 10:55:37,,,1970-01-01,,,,47650535-5bc4-11e2-a081-b4b52f5b1c99
865,53.0,,,1,2013-01-11 10:55:37,,,1970-01-01,,,,47650728-5bc4-11e2-a081-b4b52f5b1c99
866,6.0,,,11,2015-02-27 10:21:10,1970-01-01 00:00:00.000000011,2015-02-27 10:21:10,1970-01-01,,,,47650929-5bc4-11e2-a081-b4b52f5b1c99
867,175.0,,,16,2014-12-13 11:03:30,1970-01-01 00:00:00.000000016,2014-12-13 11:03:30,1970-01-01,,,,47650b24-5bc4-11e2-a081-b4b52f5b1c99
868,2.0,,,1,2013-01-11 10:55:37,,,1970-01-01,,,,47650d3a-5bc4-11e2-a081-b4b52f5b1c99
869,67.0,,,3,2014-12-11 12:44:04,1970-01-01 00:00:00.000000003,2014-12-11 12:44:04,1970-01-01,,,,47650f36-5bc4-11e2-a081-b4b52f5b1c99
870,47.0,,,1,2013-01-11 10:55:37,,,1970-01-01,,,,4765112d-5bc4-11e2-a081-b4b52f5b1c99
871,4.0,,,1,2013-01-11 10:55:37,,,1970-01-01,,,,4765132d-5bc4-11e2-a081-b4b52f5b1c99
872,29.0,,,3,2014-12-11 12:44:31,1970-01-01 00:00:00.000000003,2014-12-11 12:44:31,1970-01-01,,,,47652744-5bc4-11e2-a081-b4b52f5b1c99
873,37.0,,,1,2013-01-11 10:55:37,,,1970-01-01,,,,47652962-5bc4-11e2-a081-b4b52f5b1c99
874,1303.0,,,1,2013-01-11 10:55:37,,,1970-01-01,,,,47652b62-5bc4-11e2-a081-b4b52f5b1c99
875,242.0,,,1,2013-01-11 10:55:37,,,1970-01-01,,,,47652d5e-5bc4-11e2-a081-b4b52f5b1c99
876,1210.0,,,1,2013-01-11 10:55:37,,,1970-01-01,,,,47652f6f-5bc4-11e2-a081-b4b52f5b1c99
877,69.0,,,1,2013-01-11 10:55:37,,,1970-01-01,,,,4765316b-5bc4-11e2-a081-b4b52f5b1c99
878,45.0,,,11,2015-03-02 10:59:56,1970-01-01 00:00:00.000000011,2015-03-02 10:59:56,1970-01-01,,,,4765336b-5bc4-11e2-a081-b4b52f5b1c99
880,50.0,,,11,2015-06-12 12:04:51,1970-01-01 00:00:00.000000011,2015-06-12 12:04:51,1970-01-01,,,,4765377d-5bc4-11e2-a081-b4b52f5b1c99
881,1.3,,,16,2014-12-13 10:02:14,1970-01-01 00:00:00.000000016,2014-12-13 10:02:14,1970-01-01,,,,47653974-5bc4-11e2-a081-b4b52f5b1c99
882,105.0,,,1,2013-01-11 10:55:37,,,1970-01-01,,,,47653b70-5bc4-11e2-a081-b4b52f5b1c99
883,8.0,,,16,2014-12-13 11:13:02,1970-01-01 00:00:00.000000016,2014-12-13 11:13:02,1970-01-01,,,,47653d75-5bc4-11e2-a081-b4b52f5b1c99
884,64.0,,,1,2013-01-11 10:55:37,,,1970-01-01,,,,47653f82-5bc4-11e2-a081-b4b52f5b1c99
885,181.0,,,1,2013-01-11 10:55:37,,,1970-01-01,,,,4765417d-5bc4-11e2-a081-b4b52f5b1c99
886,246.0,,,3,2014-12-11 12:14:04,1970-01-01 00:00:00.000000003,2014-12-11 12:14:04,1970-01-01,,,,476545b5-5bc4-11e2-a081-b4b52f5b1c99
887,346.0,,,1,2013-01-11 10:55:37,,,1970-01-01,,,,476547ba-5bc4-11e2-a081-b4b52f5b1c99
888,2153.0,,,1,2013-01-11 10:55:37,,,1970-01-01,,,,476549d3-5bc4-11e2-a081-b4b52f5b1c99
889,798.0,,,1,2013-01-11 10:55:37,,,1970-01-01,,,,47654bd4-5bc4-11e2-a081-b4b52f5b1c99
890,40.0,,,16,2014-12-13 11:19:19,1970-01-01 00:00:00.000000016,2014-12-13 11:19:19,1970-01-01,,,,47654dd8-5bc4-11e2-a081-b4b52f5b1c99
891,50.0,,,1,2013-01-11 10:55:37,,,1970-01-01,,,,47654fd4-5bc4-11e2-a081-b4b52f5b1c99
892,13.0,,,3,2014-12-11 12:21:48,1970-01-01 00:00:00.000000003,2014-12-11 12:21:48,1970-01-01,,,,476551ee-5bc4-11e2-a081-b4b52f5b1c99
893,894.0,,,1,2013-01-11 10:55:37,,,1970-01-01,,,,476553e5-5bc4-11e2-a081-b4b52f5b1c99
894,32.0,,,1,2013-01-11 10:55:37,,,1970-01-01,,,,476555e1-5bc4-11e2-a081-b4b52f5b1c99
895,14.0,,,1,2013-01-11 10:55:37,,,1970-01-01,,,,476557d9-5bc4-11e2-a081-b4b52f5b1c99
896,59.0,,,1,2013-01-11 10:55:37,,,1970-01-01,,,,476559f2-5bc4-11e2-a081-b4b52f5b1c99
897,27.0,,,11,2015-03-04 10:05:57,1970-01-01 00:00:00.000000011,2015-03-04 10:05:57,1970-01-01,,,,47655bee-5bc4-11e2-a081-b4b52f5b1c99
898,7.0,,,11,2015-05-15 11:02:11,1970-01-01 00:00:00.000000011,2015-05-15 11:02:11,1970-01-01,,,,47655df3-5bc4-11e2-a081-b4b52f5b1c99
899,93.0,,,16,2014-12-13 10:34:31,1970-01-01 00:00:00.000000016,2014-12-13 10:34:31,1970-01-01,,,,47655fef-5bc4-11e2-a081-b4b52f5b1c99
901,12.0,,,19,2014-12-15 12:01:53,1970-01-01 00:00:00.000000019,2014-12-15 12:01:53,1970-01-01,,,,47656404-5bc4-11e2-a081-b4b52f5b1c99
902,33.0,,,19,2014-12-15 12:05:28,1970-01-01 00:00:00.000000019,2014-12-15 12:05:28,1970-01-01,,,,47656604-5bc4-11e2-a081-b4b52f5b1c99
903,2.0,,,3,2014-12-11 12:45:45,1970-01-01 00:00:00.000000003,2014-12-11 12:45:45,1970-01-01,,,,476567f8-5bc4-11e2-a081-b4b52f5b1c99
904,0.0,,,1,2013-01-11 10:55:37,,,1970-01-01,,,,47656a0d-5bc4-11e2-a081-b4b52f5b1c99
905,160.0,,,1,2013-01-11 10:55:37,,,1970-01-01,,,,47657e86-5bc4-11e2-a081-b4b52f5b1c99
907,1.0,,,16,2014-12-13 10:08:02,1970-01-01 00:00:00.000000016,2014-12-13 10:08:02,1970-01-01,,,,476582a8-5bc4-11e2-a081-b4b52f5b1c99
908,57.0,,,11,2015-03-17 13:44:59,1970-01-01 00:00:00.000000011,2015-03-17 13:44:59,1970-01-01,,,,476584be-5bc4-11e2-a081-b4b52f5b1c99
909,60.0,,,16,2014-12-13 10:07:30,1970-01-01 00:00:00.000000016,2014-12-13 10:07:30,1970-01-01,,,,476586ba-5bc4-11e2-a081-b4b52f5b1c99
910,60.0,,,16,2014-12-13 10:51:31,1970-01-01 00:00:00.000000016,2014-12-13 10:51:31,1970-01-01,,,,476588b1-5bc4-11e2-a081-b4b52f5b1c99
